operator,name_from,name_to,distance,price1,price2,price3
AREA,AIGUEBELETTE,AIX NORD,24.00,3.50,5.50,7.60
AREA,AIGUEBELETTE,AIX SUD,17.00,2.90,4.40,6.30
AREA,AIGUEBELETTE,ALLONZIER,62.00,8.50,12.50,18.00
AREA,AIGUEBELETTE,ANNECY CENTRE,50.00,7.00,10.50,15.10
AREA,AIGUEBELETTE,ANNECY NORD,55.00,7.30,11.20,16.00
AREA,AIGUEBELETTE,BOURGOIN,41.00,5.30,7.90,11.20
AREA,AIGUEBELETTE,CHAMBERY NORD,10.00,1.60,2.60,3.80
AREA,AIGUEBELETTE,CHATUZANGE BARRIERE,143.00,17.40,27.10,38.50
AREA,AIGUEBELETTE,ISLE D'ABEAU CENTRE,47.00,6.20,9.50,13.80
AREA,AIGUEBELETTE,LA BAUME D'HOSTUN,127.00,14.50,22.50,32.80
AREA,AIGUEBELETTE,LA TOUR DU PIN,32.00,4.00,6.50,8.90
AREA,AIGUEBELETTE,LES ABRETS,17.00,2.10,3.60,4.90
AREA,AIGUEBELETTE,MOIRANS NORD,77.00,9.10,13.30,19.40
AREA,AIGUEBELETTE,RIVES,62.00,7.30,11.00,15.40
AREA,AIGUEBELETTE,RUMILLY,37.00,5.60,8.00,11.60
AREA,AIGUEBELETTE,SAINT GENIX SUR GUIERS,13.00,1.60,2.50,4.20
AREA,AIGUEBELETTE,SAINT MARCELLIN,114.00,12.80,20.10,29.00
AREA,AIGUEBELETTE,SEYNOD SUD,44.00,6.20,9.60,13.40
AREA,AIGUEBELETTE,ST MARTIN BELLEVUE A410,87.00,11.70,17.80,25.10
AREA,AIGUEBELETTE,ST QUENTIN FAL. BARRIERE,78.00,11.00,16.30,23.10
AREA,AIGUEBELETTE,ST QUENTIN FAL. BRETELLE,57.00,7.40,11.40,16.70
AREA,AIGUEBELETTE,TULLINS,90.00,10.40,15.50,22.30
AREA,AIGUEBELETTE,VILLEFONTAINE,53.00,6.90,10.50,15.20
AREA,AIGUEBELETTE,VINAY,104.00,11.90,18.00,26.10
AREA,AIGUEBELETTE,VOIRON,73.00,8.70,12.50,18.20
AREA,AIGUEBELETTE,VOREPPE BARRIERE,97.00,10.70,16.60,23.30
AREA,AITON,CHIGNIN BARRIERE,31.00,4.20,6.80,10.70
AREA,AITON,CHIGNIN LES MARCHES,25.00,2.80,4.50,6.70
AREA,AITON,CROLLES BARRIERE,61.00,8.00,12.40,17.80
AREA,AITON,CROLLES BRIGNOUD,48.00,7.30,11.10,13.30
AREA,AITON,LE TOUVET,37.00,4.60,7.40,10.90
AREA,AITON,MONTMELIAN,18.00,2.20,3.30,4.70
AREA,AITON,PONTCHARRA,28.00,4.10,6.20,8.60
AREA,AITON,STE HELENE BARRIERE,17.00,2.00,3.20,5.10
AREA,AIX NORD,AIGUEBELETTE,24.00,3.50,5.50,7.60
AREA,AIX NORD,AIX SUD,7.00,0.90,1.40,1.90
AREA,AIX NORD,ALLONZIER,38.00,4.50,6.80,9.50
AREA,AIX NORD,ANNECY CENTRE,26.00,3.40,5.00,7.30
AREA,AIX NORD,ANNECY NORD,31.00,3.80,6.10,8.00
AREA,AIX NORD,BOURGOIN,65.00,9.60,13.70,20.20
AREA,AIX NORD,CHAMBERY NORD,14.00,2.00,3.10,4.50
AREA,AIX NORD,CHATUZANGE BARRIERE,167.00,21.30,33.20,45.70
AREA,AIX NORD,ISLE D'ABEAU CENTRE,71.00,9.80,15.20,21.80
AREA,AIX NORD,LA BAUME D'HOSTUN,151.00,17.30,28.00,39.30
AREA,AIX NORD,LA TOUR DU PIN,56.00,8.00,12.30,18.00
AREA,AIX NORD,LES ABRETS,41.00,6.30,9.50,13.60
AREA,AIX NORD,MOIRANS NORD,101.00,11.50,18.20,27.00
AREA,AIX NORD,RIVES,86.00,10.20,16.50,22.80
AREA,AIX NORD,RUMILLY,13.00,1.70,2.40,3.90
AREA,AIX NORD,SAINT GENIX SUR GUIERS,37.00,5.80,7.90,11.90
AREA,AIX NORD,SAINT MARCELLIN,138.00,15.80,25.40,36.10
AREA,AIX NORD,SEYNOD SUD,20.00,2.50,3.70,5.60
AREA,AIX NORD,ST MARTIN BELLEVUE A410,63.00,7.70,11.40,16.60
AREA,AIX NORD,ST QUENTIN FAL. BARRIERE,102.00,14.40,22.10,32.80
AREA,AIX NORD,ST QUENTIN FAL. BRETELLE,81.00,10.90,17.00,25.10
AREA,AIX NORD,TULLINS,114.00,12.90,20.20,28.60
AREA,AIX NORD,VILLEFONTAINE,77.00,10.40,15.30,23.00
AREA,AIX NORD,VINAY,128.00,14.60,23.00,32.30
AREA,AIX NORD,VOIRON,97.00,11.10,17.10,24.40
AREA,AIX NORD,VOREPPE BARRIERE,121.00,13.60,21.60,30.80
AREA,AIX SUD,AIGUEBELETTE,17.00,2.90,4.40,6.30
AREA,AIX SUD,AIX NORD,7.00,0.90,1.40,1.90
AREA,AIX SUD,ALLONZIER,45.00,5.10,7.60,10.70
AREA,AIX SUD,ANNECY CENTRE,33.00,4.20,6.50,9.10
AREA,AIX SUD,ANNECY NORD,38.00,4.50,6.80,9.40
AREA,AIX SUD,BOURGOIN,58.00,8.30,12.60,18.70
AREA,AIX SUD,CHAMBERY NORD,7.00,1.00,1.40,2.30
AREA,AIX SUD,CHATUZANGE BARRIERE,160.00,20.70,31.70,45.20
AREA,AIX SUD,ISLE D'ABEAU CENTRE,64.00,9.50,14.00,20.60
AREA,AIX SUD,LA BAUME D'HOSTUN,144.00,16.70,27.30,37.90
AREA,AIX SUD,LA TOUR DU PIN,49.00,6.90,10.90,15.30
AREA,AIX SUD,LES ABRETS,34.00,5.40,7.80,11.50
AREA,AIX SUD,MOIRANS NORD,94.00,11.40,17.30,24.90
AREA,AIX SUD,RIVES,79.00,9.80,14.80,21.20
AREA,AIX SUD,RUMILLY,20.00,2.40,3.80,5.20
AREA,AIX SUD,SAINT GENIX SUR GUIERS,30.00,4.80,6.80,10.50
AREA,AIX SUD,SAINT MARCELLIN,131.00,15.20,24.50,34.40
AREA,AIX SUD,SEYNOD SUD,27.00,3.30,4.90,6.90
AREA,AIX SUD,ST MARTIN BELLEVUE A410,70.00,8.40,12.90,18.10
AREA,AIX SUD,ST QUENTIN FAL. BARRIERE,95.00,14.10,21.30,31.80
AREA,AIX SUD,ST QUENTIN FAL. BRETELLE,74.00,10.50,16.50,23.90
AREA,AIX SUD,TULLINS,107.00,12.60,19.50,28.00
AREA,AIX SUD,VILLEFONTAINE,70.00,9.80,14.70,21.60
AREA,AIX SUD,VINAY,121.00,14.10,22.10,31.40
AREA,AIX SUD,VOIRON,90.00,10.50,16.40,23.50
AREA,AIX SUD,VOREPPE BARRIERE,114.00,13.20,20.60,29.20
AREA,ALLONZIER,AIGUEBELETTE,62.00,8.50,12.50,18.00
AREA,ALLONZIER,AIX NORD,38.00,4.50,6.80,9.50
AREA,ALLONZIER,AIX SUD,45.00,5.10,7.60,10.70
AREA,ALLONZIER,ANNECY CENTRE,12.00,1.80,2.40,4.30
AREA,ALLONZIER,ANNECY NORD,7.00,1.00,1.40,2.30
AREA,ALLONZIER,BOURGOIN,103.00,13.30,20.00,28.60
AREA,ALLONZIER,CHAMBERY NORD,52.00,6.80,10.50,14.90
AREA,ALLONZIER,CHATUZANGE BARRIERE,205.00,25.50,39.10,54.80
AREA,ALLONZIER,ISLE D'ABEAU CENTRE,109.00,14.20,21.30,31.40
AREA,ALLONZIER,LA BAUME D'HOSTUN,189.00,21.40,33.60,47.60
AREA,ALLONZIER,LA TOUR DU PIN,94.00,11.90,18.70,27.10
AREA,ALLONZIER,LES ABRETS,79.00,10.90,16.80,23.40
AREA,ALLONZIER,MOIRANS NORD,139.00,15.60,24.40,34.50
AREA,ALLONZIER,RIVES,124.00,14.30,21.90,31.10
AREA,ALLONZIER,RUMILLY,25.00,3.20,4.80,7.20
AREA,ALLONZIER,SAINT GENIX SUR GUIERS,75.00,10.50,15.40,21.30
AREA,ALLONZIER,SAINT MARCELLIN,176.00,20.00,30.70,43.70
AREA,ALLONZIER,SEYNOD SUD,18.00,2.20,3.50,4.80
AREA,ALLONZIER,ST QUENTIN FAL. BARRIERE,140.00,18.60,28.70,41.30
AREA,ALLONZIER,ST QUENTIN FAL. BRETELLE,119.00,15.70,24.00,35.50
AREA,ALLONZIER,TULLINS,152.00,17.20,26.10,37.30
AREA,ALLONZIER,VILLEFONTAINE,115.00,14.90,22.80,33.00
AREA,ALLONZIER,VINAY,166.00,18.60,28.60,40.80
AREA,ALLONZIER,VOIRON,135.00,15.00,23.40,33.20
AREA,ALLONZIER,VOREPPE BARRIERE,159.00,18.20,27.80,39.00
AREA,ANNECY CENTRE,AIGUEBELETTE,50.00,7.00,10.50,15.10
AREA,ANNECY CENTRE,AIX NORD,26.00,3.40,5.00,7.30
AREA,ANNECY CENTRE,AIX SUD,33.00,4.20,6.50,9.10
AREA,ANNECY CENTRE,ALLONZIER,12.00,1.80,2.40,4.30
AREA,ANNECY CENTRE,ANNECY NORD,5.00,0.60,0.90,1.40
AREA,ANNECY CENTRE,BOURGOIN,91.00,12.10,18.10,25.60
AREA,ANNECY CENTRE,CHAMBERY NORD,40.00,5.60,8.30,12.20
AREA,ANNECY CENTRE,CHATUZANGE BARRIERE,193.00,24.90,37.60,52.40
AREA,ANNECY CENTRE,ISLE D'ABEAU CENTRE,97.00,12.90,19.90,28.40
AREA,ANNECY CENTRE,LA BAUME D'HOSTUN,177.00,20.50,32.30,46.00
AREA,ANNECY CENTRE,LA TOUR DU PIN,82.00,11.20,16.90,23.80
AREA,ANNECY CENTRE,LES ABRETS,67.00,10.10,15.10,21.00
AREA,ANNECY CENTRE,MOIRANS NORD,127.00,15.00,23.10,33.10
AREA,ANNECY CENTRE,RIVES,112.00,13.50,20.60,29.30
AREA,ANNECY CENTRE,RUMILLY,13.00,1.70,2.50,4.40
AREA,ANNECY CENTRE,SAINT GENIX SUR GUIERS,63.00,9.10,13.30,18.90
AREA,ANNECY CENTRE,SAINT MARCELLIN,164.00,18.80,29.50,41.40
AREA,ANNECY CENTRE,SEYNOD SUD,6.00,0.80,1.20,1.60
AREA,ANNECY CENTRE,ST MARTIN BELLEVUE A410,37.00,5.10,7.80,11.80
AREA,ANNECY CENTRE,ST QUENTIN FAL. BARRIERE,128.00,17.70,27.30,39.70
AREA,ANNECY CENTRE,ST QUENTIN FAL. BRETELLE,107.00,14.10,22.10,32.50
AREA,ANNECY CENTRE,TULLINS,140.00,16.30,24.60,35.30
AREA,ANNECY CENTRE,VILLEFONTAINE,103.00,13.50,20.10,29.00
AREA,ANNECY CENTRE,VINAY,154.00,17.30,27.10,38.50
AREA,ANNECY CENTRE,VOIRON,123.00,13.80,21.30,31.00
AREA,ANNECY CENTRE,VOREPPE BARRIERE,147.00,17.20,27.00,37.70
AREA,ANNECY NORD,AIGUEBELETTE,55.00,7.30,11.20,16.00
AREA,ANNECY NORD,AIX NORD,31.00,3.80,6.10,8.00
AREA,ANNECY NORD,AIX SUD,38.00,4.50,6.80,9.40
AREA,ANNECY NORD,ALLONZIER,7.00,1.00,1.40,2.30
AREA,ANNECY NORD,ANNECY CENTRE,5.00,0.60,0.90,1.40
AREA,ANNECY NORD,BOURGOIN,96.00,12.40,19.20,27.40
AREA,ANNECY NORD,CHAMBERY NORD,45.00,5.90,9.40,13.00
AREA,ANNECY NORD,CHATUZANGE BARRIERE,198.00,25.30,38.40,53.50
AREA,ANNECY NORD,ISLE D'ABEAU CENTRE,102.00,13.10,20.60,29.80
AREA,ANNECY NORD,LA BAUME D'HOSTUN,182.00,20.80,33.10,46.00
AREA,ANNECY NORD,LA TOUR DU PIN,87.00,11.60,17.60,25.20
AREA,ANNECY NORD,LES ABRETS,72.00,10.50,15.80,21.60
AREA,ANNECY NORD,MOIRANS NORD,132.00,15.00,23.50,33.70
AREA,ANNECY NORD,RIVES,117.00,13.60,20.90,29.30
AREA,ANNECY NORD,RUMILLY,18.00,2.30,3.50,5.10
AREA,ANNECY NORD,SAINT GENIX SUR GUIERS,68.00,9.70,14.40,20.60
AREA,ANNECY NORD,SAINT MARCELLIN,169.00,18.90,30.30,42.20
AREA,ANNECY NORD,SEYNOD SUD,11.00,1.40,2.10,3.20
AREA,ANNECY NORD,ST MARTIN BELLEVUE A410,32.00,4.90,7.10,10.80
AREA,ANNECY NORD,ST QUENTIN FAL. BARRIERE,133.00,18.40,27.70,40.60
AREA,ANNECY NORD,ST QUENTIN FAL. BRETELLE,112.00,14.80,23.00,33.50
AREA,ANNECY NORD,TULLINS,145.00,16.60,25.60,35.90
AREA,ANNECY NORD,VILLEFONTAINE,108.00,14.10,21.10,31.40
AREA,ANNECY NORD,VINAY,159.00,18.00,28.10,39.30
AREA,ANNECY NORD,VOIRON,128.00,14.40,21.90,31.40
AREA,ANNECY NORD,VOREPPE BARRIERE,152.00,17.40,27.20,38.10
AREA,BOURGOIN,AIGUEBELETTE,41.00,5.30,7.90,11.20
AREA,BOURGOIN,AIX NORD,65.00,9.60,13.70,20.20
AREA,BOURGOIN,AIX SUD,58.00,8.30,12.60,18.70
AREA,BOURGOIN,ALLONZIER,103.00,13.30,20.00,28.60
AREA,BOURGOIN,ANNECY CENTRE,91.00,12.10,18.10,25.60
AREA,BOURGOIN,ANNECY NORD,96.00,12.40,19.20,27.40
AREA,BOURGOIN,CHAMBERY NORD,51.00,7.60,12.00,17.60
AREA,BOURGOIN,CHATUZANGE BARRIERE,109.00,15.30,22.60,31.90
AREA,BOURGOIN,ISLE D'ABEAU CENTRE,6.00,0.70,1.20,1.60
AREA,BOURGOIN,LA BAUME D'HOSTUN,93.00,11.70,18.20,25.70
AREA,BOURGOIN,LA TOUR DU PIN,9.00,1.20,2.00,3.10
AREA,BOURGOIN,LA TOUR DU PIN EST,12.00,1.60,2.60,3.80
AREA,BOURGOIN,LES ABRETS,24.00,3.30,5.10,6.90
AREA,BOURGOIN,MOIRANS NORD,43.00,5.00,7.90,11.70
AREA,BOURGOIN,RIVES,28.00,3.20,5.40,7.50
AREA,BOURGOIN,RUMILLY,78.00,10.90,16.60,23.30
AREA,BOURGOIN,SAINT GENIX SUR GUIERS,28.00,3.80,6.00,7.80
AREA,BOURGOIN,SAINT MARCELLIN,80.00,10.00,15.50,22.10
AREA,BOURGOIN,SEYNOD SUD,85.00,11.20,17.20,24.50
AREA,BOURGOIN,ST MARTIN BELLEVUE A410,128.00,16.70,25.20,35.30
AREA,BOURGOIN,ST QUENTIN FAL. BARRIERE,37.00,4.60,7.00,9.40
AREA,BOURGOIN,ST QUENTIN FAL. BRETELLE,16.00,1.80,3.20,4.90
AREA,BOURGOIN,TULLINS,56.00,7.10,10.80,15.20
AREA,BOURGOIN,VILLEFONTAINE,12.00,1.40,2.30,3.60
AREA,BOURGOIN,VINAY,70.00,8.80,13.40,19.00
AREA,BOURGOIN,VOIRON,39.00,4.40,7.20,10.30
AREA,BOURGOIN,VOREPPE BARRIERE,63.00,7.20,10.90,15.50
AREA,CHAMBERY NORD,AIGUEBELETTE,10.00,1.60,2.60,3.80
AREA,CHAMBERY NORD,AIX NORD,14.00,2.00,3.10,4.50
AREA,CHAMBERY NORD,AIX SUD,7.00,1.00,1.40,2.30
AREA,CHAMBERY NORD,ALLONZIER,52.00,6.80,10.50,14.90
AREA,CHAMBERY NORD,ANNECY CENTRE,40.00,5.60,8.30,12.20
AREA,CHAMBERY NORD,ANNECY NORD,45.00,5.90,9.40,13.00
AREA,CHAMBERY NORD,BOURGOIN,51.00,7.60,12.00,17.60
AREA,CHAMBERY NORD,CHATUZANGE BARRIERE,153.00,20.30,30.60,43.70
AREA,CHAMBERY NORD,ISLE D'ABEAU CENTRE,57.00,8.80,13.20,19.40
AREA,CHAMBERY NORD,LA BAUME D'HOSTUN,137.00,17.00,25.50,36.80
AREA,CHAMBERY NORD,LA TOUR DU PIN,42.00,6.20,10.00,14.40
AREA,CHAMBERY NORD,LES ABRETS,27.00,4.50,6.70,9.80
AREA,CHAMBERY NORD,MOIRANS NORD,87.00,11.00,16.60,24.00
AREA,CHAMBERY NORD,RIVES,72.00,9.20,14.10,20.70
AREA,CHAMBERY NORD,RUMILLY,27.00,3.60,5.70,7.80
AREA,CHAMBERY NORD,SAINT GENIX SUR GUIERS,23.00,3.80,5.80,8.80
AREA,CHAMBERY NORD,SAINT MARCELLIN,124.00,15.30,22.80,33.50
AREA,CHAMBERY NORD,SEYNOD SUD,34.00,4.50,6.90,9.90
AREA,CHAMBERY NORD,ST MARTIN BELLEVUE A410,77.00,10.70,16.40,22.90
AREA,CHAMBERY NORD,ST QUENTIN FAL. BARRIERE,88.00,13.40,21.20,31.40
AREA,CHAMBERY NORD,ST QUENTIN FAL. BRETELLE,67.00,10.40,16.30,23.80
AREA,CHAMBERY NORD,TULLINS,100.00,12.20,18.40,26.80
AREA,CHAMBERY NORD,VILLEFONTAINE,63.00,9.70,14.20,20.70
AREA,CHAMBERY NORD,VINAY,114.00,13.80,20.70,30.40
AREA,CHAMBERY NORD,VOIRON,83.00,10.50,16.10,22.90
AREA,CHAMBERY NORD,VOREPPE BARRIERE,107.00,13.30,19.60,28.50
AREA,CHATUZANGE BARRIERE,AIGUEBELETTE,143.00,17.40,27.10,38.50
AREA,CHATUZANGE BARRIERE,AIX NORD,167.00,21.30,33.20,45.70
AREA,CHATUZANGE BARRIERE,AIX SUD,160.00,20.70,31.70,45.20
AREA,CHATUZANGE BARRIERE,ALLONZIER,205.00,25.50,39.10,54.80
AREA,CHATUZANGE BARRIERE,ANNECY CENTRE,193.00,24.90,37.60,52.40
AREA,CHATUZANGE BARRIERE,ANNECY NORD,198.00,25.30,38.40,53.50
AREA,CHATUZANGE BARRIERE,BOURGOIN,109.00,15.30,22.60,31.90
AREA,CHATUZANGE BARRIERE,CHAMBERY NORD,153.00,20.30,30.60,43.70
AREA,CHATUZANGE BARRIERE,ISLE D'ABEAU CENTRE,115.00,15.40,23.70,33.90
AREA,CHATUZANGE BARRIERE,LA BAUME D'HOSTUN,16.00,2.60,4.00,5.80
AREA,CHATUZANGE BARRIERE,LA TOUR DU PIN,111.00,15.40,23.10,32.40
AREA,CHATUZANGE BARRIERE,LA TOUR DU PIN EST,119.00,15.80,23.60,33.30
AREA,CHATUZANGE BARRIERE,LES ABRETS,126.00,16.70,25.20,35.70
AREA,CHATUZANGE BARRIERE,MOIRANS,71.00,9.90,14.70,20.20
AREA,CHATUZANGE BARRIERE,RIVES,81.00,11.70,17.60,24.70
AREA,CHATUZANGE BARRIERE,RUMILLY,180.00,22.40,34.80,48.10
AREA,CHATUZANGE BARRIERE,SAINT GENIX SUR GUIERS,135.00,17.70,27.00,38.00
AREA,CHATUZANGE BARRIERE,SAINT MARCELLIN,29.00,4.20,6.60,9.40
AREA,CHATUZANGE BARRIERE,SEYNOD SUD,192.00,23.00,35.10,48.90
AREA,CHATUZANGE BARRIERE,ST MARTIN BELLEVUE A410,230.00,30.00,44.80,61.20
AREA,CHATUZANGE BARRIERE,ST QUENTIN FAL. BARRIERE,146.00,19.00,28.90,41.00
